datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2018.10.14,00:00,23.59,Olympia,2581,2163,4744,8.1,25,0,0,10.5
2018.10.15,00:00,23.59,Olympia,1178,1303,2481,7.5,23.2,0,0,10
2018.10.16,00:00,23.59,Olympia,1220,1394,2614,7.7,22.2,0,5,10.1
2018.10.17,00:00,23.59,Olympia,1261,1400,2661,7.1,20.9,0,3,10.1
2018.10.18,00:00,23.59,Olympia,1182,1373,2555,6.3,19.4,0,73,9.4
2018.10.19,00:00,23.59,Olympia,951,1009,1960,6.6,17.4,0,51,5
2018.10.20,00:00,23.59,Olympia,517,600,1117,6.3,15.5,0,81,3.4
2018.10.21,00:00,23.59,Olympia,808,868,1676,3.9,14.5,0,46,7.7
2018.10.22,00:00,23.59,Olympia,1100,1212,2312,2,13.4,0,31,9.9
2018.10.23,00:00,23.59,Olympia,832,931,1763,7.2,13.5,0.2,99,1
2018.10.24,00:00,23.59,Olympia,559,621,1180,10.2,12.8,3.7,98,0
2018.10.25,00:00,23.59,Olympia,844,975,1819,10.1,15.4,0,88,4.3
2018.10.26,00:00,23.59,Olympia,949,1032,1981,7.2,17.4,0,79,6.8
2018.10.27,00:00,23.59,Olympia,168,181,349,3.4,8.8,24.5,95,0
2018.10.28,00:00,23.59,Olympia,165,178,343,2,4.3,4.4,98,0
2018.10.29,00:00,23.59,Olympia,586,687,1273,3.2,15.1,1.5,94,0.2
2018.10.30,00:00,23.59,Olympia,730,814,1544,2,15.5,0,51,1.8
2018.10.31,00:00,23.59,Olympia,676,718,1394,1.2,12.3,0,81,3.8
2018.10.01,00:00,23.59,Hirsch,269,279,548,7.2,13.4,10.9,98,0.3
2018.10.02,00:00,23.59,Hirsch,721,745,1466,5.3,11.8,0,95,3.9
2018.10.03,00:00,23.59,Hirsch,247,244,491,9.1,14.5,0,96,0.5
2018.10.04,00:00,23.59,Hirsch,869,912,1781,5.8,17.2,0,11,10
2018.10.05,00:00,23.59,Hirsch,900,906,1806,4.9,20.8,0,41,11.1
2018.10.06,00:00,23.59,Hirsch,484,479,963,8.3,23.2,0.4,96,7.3
2018.10.07,00:00,23.59,Hirsch,436,450,886,11.2,20.9,0,85,1
2018.10.08,00:00,23.59,Hirsch,980,1023,2003,9.4,18.4,0,55,4.2
2018.10.09,00:00,23.59,Hirsch,984,1030,2014,9.9,18.4,0,71,3
2018.10.10,00:00,23.59,Hirsch,1047,1097,2144,10.5,20.6,0,41,7.5
2018.10.11,00:00,23.59,Hirsch,1079,1129,2208,8.6,25.1,0,29,10
2018.10.12,00:00,23.59,Hirsch,1011,1022,2033,11,24.6,0,20,10.3
2018.10.13,00:00,23.59,Hirsch,492,472,964,8.6,22.3,0,0,10.6
2018.10.14,00:00,23.59,Hirsch,566,582,1148,8.1,25,0,0,10.5
2018.10.15,00:00,23.59,Hirsch,1127,1149,2276,7.5,23.2,0,0,10
2018.10.16,00:00,23.59,Hirsch,1118,1176,2294,7.7,22.2,0,5,10.1
2018.10.17,00:00,23.59,Hirsch,1105,1156,2261,7.1,20.9,0,3,10.1
2018.10.18,00:00,23.59,Hirsch,1068,1104,2172,6.3,19.4,0,73,9.4
2018.10.19,00:00,23.59,Hirsch,885,897,1782,6.6,17.4,0,51,5
2018.10.20,00:00,23.59,Hirsch,356,373,729,6.3,15.5,0,81,3.4
2018.10.21,00:00,23.59,Hirsch,424,381,805,3.9,14.5,0,46,7.7
2018.10.22,00:00,23.59,Hirsch,925,959,1884,2,13.4,0,31,9.9
2018.10.23,00:00,23.59,Hirsch,776,862,1638,7.2,13.5,0.2,99,1
2018.10.24,00:00,23.59,Hirsch,411,477,888,10.2,12.8,3.7,98,0
2018.10.25,00:00,23.59,Hirsch,795,795,1590,10.1,15.4,0,88,4.3
2018.10.26,00:00,23.59,Hirsch,798,802,1600,7.2,17.4,0,79,6.8
2018.10.27,00:00,23.59,Hirsch,67,66,133,3.4,8.8,24.5,95,0
2018.10.28,00:00,23.59,Hirsch,47,47,94,2,4.3,4.4,98,0
2018.10.29,00:00,23.59,Hirsch,483,537,1020,3.2,15.1,1.5,94,0.2
2018.10.30,00:00,23.59,Hirsch,620,668,1288,2,15.5,0,51,1.8
2018.10.31,00:00,23.59,Hirsch,558,619,1177,1.2,12.3,0,81,3.8
2018.10.01,00:00,23.59,Margareten,779,773,1552,7.2,13.4,10.9,98,0.3
2018.10.02,00:00,23.59,Margareten,1678,1624,3302,5.3,11.8,0,95,3.9
2018.10.03,00:00,23.59,Margareten,836,840,1676,9.1,14.5,0,96,0.5
2018.10.04,00:00,23.59,Margareten,1964,1933,3897,5.8,17.2,0,11,10
2018.10.05,00:00,23.59,Margareten,1958,1984,3942,4.9,20.8,0,41,11.1
2018.10.06,00:00,23.59,Margareten,1543,1465,3008,8.3,23.2,0.4,96,7.3
2018.10.07,00:00,23.59,Margareten,1165,1095,2260,11.2,20.9,0,85,1
2018.10.08,00:00,23.59,Margareten,1931,1896,3827,9.4,18.4,0,55,4.2
2018.10.09,00:00,23.59,Margareten,1968,1983,3951,9.9,18.4,0,71,3
2018.10.10,00:00,23.59,Margareten,2018,2028,4046,10.5,20.6,0,41,7.5
2018.10.11,00:00,23.59,Margareten,2234,2118,4352,8.6,25.1,0,29,10
2018.10.12,00:00,23.59,Margareten,2086,2076,4162,11,24.6,0,20,10.3
2018.10.13,00:00,23.59,Margareten,1516,1512,3028,8.6,22.3,0,0,10.6
2018.10.14,00:00,23.59,Margareten,1314,1275,2589,8.1,25,0,0,10.5
2018.10.15,00:00,23.59,Margareten,2117,2116,4233,7.5,23.2,0,0,10
2018.10.16,00:00,23.59,Margareten,2147,2203,4350,7.7,22.2,0,5,10.1
2018.10.17,00:00,23.59,Margareten,2178,2067,4245,7.1,20.9,0,3,10.1
2018.10.18,00:00,23.59,Margareten,2023,2006,4029,6.3,19.4,0,73,9.4
2018.10.19,00:00,23.59,Margareten,1802,1811,3613,6.6,17.4,0,51,5
2018.10.20,00:00,23.59,Margareten,1198,1186,2384,6.3,15.5,0,81,3.4
2018.10.21,00:00,23.59,Margareten,1006,887,1893,3.9,14.5,0,46,7.7
2018.10.22,00:00,23.59,Margareten,1772,1741,3513,2,13.4,0,31,9.9
2018.10.23,00:00,23.59,Margareten,1585,1572,3157,7.2,13.5,0.2,99,1
2018.10.24,00:00,23.59,Margareten,1040,1071,2111,10.2,12.8,3.7,98,0
2018.10.25,00:00,23.59,Margareten,1660,1614,3274,10.1,15.4,0,88,4.3
2018.10.26,00:00,23.59,Margareten,1658,1636,3294,7.2,17.4,0,79,6.8
2018.10.27,00:00,23.59,Margareten,320,305,625,3.4,8.8,24.5,95,0
2018.10.28,00:00,23.59,Margareten,208,193,401,2,4.3,4.4,98,0
2018.10.29,00:00,23.59,Margareten,1074,1026,2100,3.2,15.1,1.5,94,0.2
2018.10.30,00:00,23.59,Margareten,1280,1243,2523,2,15.5,0,51,1.8
2018.10.31,00:00,23.59,Margareten,1240,1248,2488,1.2,12.3,0,81,3.8
2018.10.01,00:00,23.59,Erhardt,865,864,1729,7.2,13.4,10.9,98,0.3
2018.10.02,00:00,23.59,Erhardt,1956,1965,3921,5.3,11.8,0,95,3.9
2018.10.03,00:00,23.59,Erhardt,1111,1103,2214,9.1,14.5,0,96,0.5
2018.10.04,00:00,23.59,Erhardt,2413,2458,4871,5.8,17.2,0,11,10
2018.10.05,00:00,23.59,Erhardt,2431,2384,4815,4.9,20.8,0,41,11.1
2018.10.06,00:00,23.59,Erhardt,1884,1710,3594,8.3,23.2,0.4,96,7.3
2018.10.07,00:00,23.59,Erhardt,1352,1401,2753,11.2,20.9,0,85,1
2018.10.08,00:00,23.59,Erhardt,2495,2381,4876,9.4,18.4,0,55,4.2
2018.10.09,00:00,23.59,Erhardt,2642,2683,5325,9.9,18.4,0,71,3
2018.10.10,00:00,23.59,Erhardt,2917,2877,5794,10.5,20.6,0,41,7.5
2018.10.11,00:00,23.59,Erhardt,3127,3230,6357,8.6,25.1,0,29,10
2018.10.12,00:00,23.59,Erhardt,3000,2926,5926,11,24.6,0,20,10.3
2018.10.13,00:00,23.59,Erhardt,2381,2280,4661,8.6,22.3,0,0,10.6
2018.10.14,00:00,23.59,Erhardt,2671,2655,5326,8.1,25,0,0,10.5
2018.10.15,00:00,23.59,Erhardt,3162,3044,6206,7.5,23.2,0,0,10
2018.10.16,00:00,23.59,Erhardt,3230,3194,6424,7.7,22.2,0,5,10.1
2018.10.17,00:00,23.59,Erhardt,3241,3188,6429,7.1,20.9,0,3,10.1
2018.10.18,00:00,23.59,Erhardt,3022,2889,5911,6.3,19.4,0,73,9.4
2018.10.19,00:00,23.59,Erhardt,2482,2598,5080,6.6,17.4,0,51,5
2018.10.20,00:00,23.59,Erhardt,1829,1943,3772,6.3,15.5,0,81,3.4
2018.10.21,00:00,23.59,Erhardt,2294,2103,4397,3.9,14.5,0,46,7.7
2018.10.22,00:00,23.59,Erhardt,2542,2678,5220,2,13.4,0,31,9.9
2018.10.23,00:00,23.59,Erhardt,2369,2383,4752,7.2,13.5,0.2,99,1
2018.10.24,00:00,23.59,Erhardt,1593,1549,3142,10.2,12.8,3.7,98,0
2018.10.25,00:00,23.59,Erhardt,2383,2412,4795,10.1,15.4,0,88,4.3
2018.10.26,00:00,23.59,Erhardt,2480,2496,4976,7.2,17.4,0,79,6.8
2018.10.27,00:00,23.59,Erhardt,366,411,777,3.4,8.8,24.5,95,0
2018.10.28,00:00,23.59,Erhardt,332,369,701,2,4.3,4.4,98,0
2018.10.29,00:00,23.59,Erhardt,1547,1532,3079,3.2,15.1,1.5,94,0.2
2018.10.30,00:00,23.59,Erhardt,1917,1963,3880,2,15.5,0,51,1.8
2018.10.31,00:00,23.59,Erhardt,1893,1883,3776,1.2,12.3,0,81,3.8
2018.11.01,00:00,23.59,Arnulf,420,50,470,6,14.5,0,76,1.7
2018.11.02,00:00,23.59,Arnulf,894,67,961,5.6,10.7,0.5,100,0.6
2018.11.03,00:00,23.59,Arnulf,485,30,515,7.8,10.9,0,100,0
2018.11.04,00:00,23.59,Arnulf,428,43,471,9.1,10.7,0,100,0
2018.11.05,00:00,23.59,Arnulf,1510,97,1607,6.4,17.9,0,73,6.1
2018.11.06,00:00,23.59,Arnulf,1614,106,1720,5.5,21.2,0,69,6.9
2018.11.07,00:00,23.59,Arnulf,1538,144,1682,6.6,17.3,0,54,7.8
2018.11.08,00:00,23.59,Arnulf,1624,97,1721,7.4,14.6,0,69,2.4
2018.11.09,00:00,23.59,Arnulf,1299,108,1407,6.9,10.6,0,100,0
2018.11.10,00:00,23.59,Arnulf,754,46,800,5.8,13.3,0.2,66,5.7
2018.11.11,00:00,23.59,Arnulf,573,38,611,6,15.8,0,58,5.8
2018.11.12,00:00,23.59,Arnulf,1513,122,1635,3.8,17.7,0,29,9.1
2018.11.13,00:00,23.59,Arnulf,1456,97,1553,3.9,13.7,0.1,79,2.2
2018.11.14,00:00,23.59,Arnulf,1335,108,1443,1.8,6.6,0,73,0
2018.11.15,00:00,23.59,Arnulf,1334,118,1452,1.7,5.5,0,99,0
2018.11.16,00:00,23.59,Arnulf,1243,106,1349,0.9,5.5,0,64,3.3
2018.11.17,00:00,23.59,Arnulf,536,40,576,0,7.5,0,9,8.4
2018.11.18,00:00,23.59,Arnulf,418,35,453,-1.4,5.3,1.1,26,8.5
2018.11.19,00:00,23.59,Arnulf,923,71,994,-0.7,0.6,0.1,98,0
2018.11.20,00:00,23.59,Arnulf,1224,99,1323,-1.1,6.8,0,45,7
2018.11.21,00:00,23.59,Arnulf,1093,84,1177,-1.4,1.3,0,100,0
2018.11.22,00:00,23.59,Arnulf,1201,93,1294,0.6,6,0,91,4.5
2018.11.23,00:00,23.59,Arnulf,1040,85,1125,-0.3,2.5,0,100,0
2018.11.24,00:00,23.59,Arnulf,347,21,368,2.4,7.6,1.1,96,0.3
2018.11.25,00:00,23.59,Arnulf,314,33,347,0.5,4.2,0.8,98,0
2018.11.26,00:00,23.59,Arnulf,705,69,774,0.3,3.3,14.8,98,0
2018.11.27,00:00,23.59,Arnulf,692,61,753,-0.6,1.6,2.3,95,0
2018.11.28,00:00,23.59,Arnulf,899,90,989,-1.8,1.3,0,84,0
2018.11.29,00:00,23.59,Arnulf,1020,81,1101,-1.7,2.4,0,95,5.9
2018.11.30,00:00,23.59,Arnulf,838,77,915,-0.3,5.2,4.1,98,0
2018.11.01,00:00,23.59,Kreuther,29,63,92,6,14.5,0,76,1.7
2018.11.02,00:00,23.59,Kreuther,70,104,174,5.6,10.7,0.5,100,0.6
2018.11.03,00:00,23.59,Kreuther,44,54,98,7.8,10.9,0,100,0
2018.11.04,00:00,23.59,Kreuther,30,62,92,9.1,10.7,0,100,0
2018.11.05,00:00,23.59,Kreuther,143,188,331,6.4,17.9,0,73,6.1
2018.11.06,00:00,23.59,Kreuther,178,229,407,5.5,21.2,0,69,6.9
2018.11.07,00:00,23.59,Kreuther,159,200,359,6.6,17.3,0,54,7.8
2018.11.08,00:00,23.59,Kreuther,132,173,305,7.4,14.6,0,69,2.4
2018.11.09,00:00,23.59,Kreuther,135,178,313,6.9,10.6,0,100,0
2018.11.10,00:00,23.59,Kreuther,77,106,183,5.8,13.3,0.2,66,5.7
2018.11.11,00:00,23.59,Kreuther,49,86,135,6,15.8,0,58,5.8
2018.11.12,00:00,23.59,Kreuther,172,216,388,3.8,17.7,0,29,9.1
2018.11.13,00:00,23.59,Kreuther,156,204,360,3.9,13.7,0.1,79,2.2
2018.11.14,00:00,23.59,Kreuther,129,170,299,1.8,6.6,0,73,0
2018.11.15,00:00,23.59,Kreuther,138,177,315,1.7,5.5,0,99,0
2018.11.16,00:00,23.59,Kreuther,129,169,298,0.9,5.5,0,64,3.3
2018.11.17,00:00,23.59,Kreuther,46,71,117,0,7.5,0,9,8.4
2018.11.18,00:00,23.59,Kreuther,35,66,101,-1.4,5.3,1.1,26,8.5
2018.11.19,00:00,23.59,Kreuther,93,116,209,-0.7,0.6,0.1,98,0
2018.11.20,00:00,23.59,Kreuther,125,163,288,-1.1,6.8,0,45,7
2018.11.21,00:00,23.59,Kreuther,92,155,247,-1.4,1.3,0,100,0
2018.11.22,00:00,23.59,Kreuther,110,153,263,0.6,6,0,91,4.5
2018.11.23,00:00,23.59,Kreuther,129,176,305,-0.3,2.5,0,100,0
2018.11.24,00:00,23.59,Kreuther,28,32,60,2.4,7.6,1.1,96,0.3
2018.11.25,00:00,23.59,Kreuther,21,46,67,0.5,4.2,0.8,98,0
2018.11.26,00:00,23.59,Kreuther,69,111,180,0.3,3.3,14.8,98,0
2018.11.27,00:00,23.59,Kreuther,75,91,166,-0.6,1.6,2.3,95,0
2018.11.28,00:00,23.59,Kreuther,95,126,221,-1.8,1.3,0,84,0
2018.11.29,00:00,23.59,Kreuther,109,142,251,-1.7,2.4,0,95,5.9
2018.11.30,00:00,23.59,Kreuther,91,123,214,-0.3,5.2,4.1,98,0
2018.11.01,00:00,23.59,Olympia,402,453,855,6,14.5,0,76,1.7
2018.11.02,00:00,23.59,Olympia,451,516,967,5.6,10.7,0.5,100,0.6
2018.11.03,00:00,23.59,Olympia,339,376,715,7.8,10.9,0,100,0
2018.11.04,00:00,23.59,Olympia,403,434,837,9.1,10.7,0,100,0
2018.11.05,00:00,23.59,Olympia,1052,1090,2142,6.4,17.9,0,73,6.1
2018.11.06,00:00,23.59,Olympia,1083,1211,2294,5.5,21.2,0,69,6.9
2018.11.07,00:00,23.59,Olympia,1068,1215,2283,6.6,17.3,0,54,7.8
2018.11.08,00:00,23.59,Olympia,918,992,1910,7.4,14.6,0,69,2.4
2018.11.09,00:00,23.59,Olympia,787,865,1652,6.9,10.6,0,100,0
2018.11.10,00:00,23.59,Olympia,593,636,1229,5.8,13.3,0.2,66,5.7
2018.11.11,00:00,23.59,Olympia,615,675,1290,6,15.8,0,58,5.8
2018.11.12,00:00,23.59,Olympia,1042,1113,2155,3.8,17.7,0,29,9.1
2018.11.13,00:00,23.59,Olympia,864,976,1840,3.9,13.7,0.1,79,2.2
2018.11.14,00:00,23.59,Olympia,837,979,1816,1.8,6.6,0,73,0
2018.11.15,00:00,23.59,Olympia,818,916,1734,1.7,5.5,0,99,0
2018.11.16,00:00,23.59,Olympia,739,860,1599,0.9,5.5,0,64,3.3
2018.11.17,00:00,23.59,Olympia,384,403,787,0,7.5,0,9,8.4
2018.11.18,00:00,23.59,Olympia,424,412,836,-1.4,5.3,1.1,26,8.5
2018.11.19,00:00,23.59,Olympia,586,667,1253,-0.7,0.6,0.1,98,0
2018.11.20,00:00,23.59,Olympia,711,821,1532,-1.1,6.8,0,45,7
2018.11.21,00:00,23.59,Olympia,648,744,1392,-1.4,1.3,0,100,0
2018.11.22,00:00,23.59,Olympia,740,848,1588,0.6,6,0,91,4.5
2018.11.23,00:00,23.59,Olympia,609,668,1277,-0.3,2.5,0,100,0
2018.11.24,00:00,23.59,Olympia,227,243,470,2.4,7.6,1.1,96,0.3
2018.11.25,00:00,23.59,Olympia,272,282,554,0.5,4.2,0.8,98,0
2018.11.26,00:00,23.59,Olympia,427,504,931,0.3,3.3,14.8,98,0
2018.11.27,00:00,23.59,Olympia,398,441,839,-0.6,1.6,2.3,95,0
2018.11.28,00:00,23.59,Olympia,507,590,1097,-1.8,1.3,0,84,0
2018.11.29,00:00,23.59,Olympia,639,684,1323,-1.7,2.4,0,95,5.9
2018.11.30,00:00,23.59,Olympia,472,538,1010,-0.3,5.2,4.1,98,0
2018.11.01,00:00,23.59,Hirsch,217,232,449,6,14.5,0,76,1.7
2018.11.02,00:00,23.59,Hirsch,364,363,727,5.6,10.7,0.5,100,0.6
2018.11.03,00:00,23.59,Hirsch,211,227,438,7.8,10.9,0,100,0
2018.11.04,00:00,23.59,Hirsch,215,201,416,9.1,10.7,0,100,0
2018.11.05,00:00,23.59,Hirsch,890,927,1817,6.4,17.9,0,73,6.1
2018.11.06,00:00,23.59,Hirsch,894,1003,1897,5.5,21.2,0,69,6.9
2018.11.07,00:00,23.59,Hirsch,904,952,1856,6.6,17.3,0,54,7.8
2018.11.08,00:00,23.59,Hirsch,739,793,1532,7.4,14.6,0,69,2.4
2018.11.09,00:00,23.59,Hirsch,685,730,1415,6.9,10.6,0,100,0
2018.11.10,00:00,23.59,Hirsch,350,366,716,5.8,13.3,0.2,66,5.7
2018.11.11,00:00,23.59,Hirsch,309,299,608,6,15.8,0,58,5.8
2018.11.12,00:00,23.59,Hirsch,907,974,1881,3.8,17.7,0,29,9.1
2018.11.13,00:00,23.59,Hirsch,748,809,1557,3.9,13.7,0.1,79,2.2
2018.11.14,00:00,23.59,Hirsch,739,781,1520,1.8,6.6,0,73,0
2018.11.15,00:00,23.59,Hirsch,722,746,1468,1.7,5.5,0,99,0
2018.11.16,00:00,23.59,Hirsch,606,634,1240,0.9,5.5,0,64,3.3
2018.11.17,00:00,23.59,Hirsch,215,216,431,0,7.5,0,9,8.4
2018.11.18,00:00,23.59,Hirsch,198,191,389,-1.4,5.3,1.1,26,8.5
2018.11.19,00:00,23.59,Hirsch,454,502,956,-0.7,0.6,0.1,98,0
2018.11.20,00:00,23.59,Hirsch,566,642,1208,-1.1,6.8,0,45,7
2018.11.21,00:00,23.59,Hirsch,480,534,1014,-1.4,1.3,0,100,0
2018.11.22,00:00,23.59,Hirsch,624,675,1299,0.6,6,0,91,4.5
2018.11.23,00:00,23.59,Hirsch,478,517,995,-0.3,2.5,0,100,0
2018.11.24,00:00,23.59,Hirsch,157,118,275,2.4,7.6,1.1,96,0.3
2018.11.25,00:00,23.59,Hirsch,123,117,240,0.5,4.2,0.8,98,0
2018.11.26,00:00,23.59,Hirsch,360,387,747,0.3,3.3,14.8,98,0
2018.11.27,00:00,23.59,Hirsch,306,341,647,-0.6,1.6,2.3,95,0
2018.11.28,00:00,23.59,Hirsch,443,471,914,-1.8,1.3,0,84,0
2018.11.29,00:00,23.59,Hirsch,502,537,1039,-1.7,2.4,0,95,5.9
2018.11.30,00:00,23.59,Hirsch,386,412,798,-0.3,5.2,4.1,98,0
2018.11.01,00:00,23.59,Margareten,584,500,1084,6,14.5,0,76,1.7
2018.11.02,00:00,23.59,Margareten,996,988,1984,5.6,10.7,0.5,100,0.6
2018.11.03,00:00,23.59,Margareten,709,717,1426,7.8,10.9,0,100,0
2018.11.04,00:00,23.59,Margareten,575,504,1079,9.1,10.7,0,100,0
2018.11.05,00:00,23.59,Margareten,1843,1834,3677,6.4,17.9,0,73,6.1
2018.11.06,00:00,23.59,Margareten,1843,1873,3716,5.5,21.2,0,69,6.9
2018.11.07,00:00,23.59,Margareten,1839,1847,3686,6.6,17.3,0,54,7.8
2018.11.08,00:00,23.59,Margareten,1590,1656,3246,7.4,14.6,0,69,2.4
2018.11.09,00:00,23.59,Margareten,1488,1529,3017,6.9,10.6,0,100,0
2018.11.10,00:00,23.59,Margareten,1128,1128,2256,5.8,13.3,0.2,66,5.7
2018.11.11,00:00,23.59,Margareten,845,746,1591,6,15.8,0,58,5.8
2018.11.12,00:00,23.59,Margareten,1770,1792,3562,3.8,17.7,0,29,9.1
2018.11.13,00:00,23.59,Margareten,1637,1549,3186,3.9,13.7,0.1,79,2.2
2018.11.14,00:00,23.59,Margareten,1615,1589,3204,1.8,6.6,0,73,0
2018.11.15,00:00,23.59,Margareten,1488,1495,2983,1.7,5.5,0,99,0
2018.11.16,00:00,23.59,Margareten,1314,1378,2692,0.9,5.5,0,64,3.3
2018.11.17,00:00,23.59,Margareten,769,772,1541,0,7.5,0,9,8.4
2018.11.18,00:00,23.59,Margareten,532,506,1038,-1.4,5.3,1.1,26,8.5
2018.11.19,00:00,23.59,Margareten,966,969,1935,-0.7,0.6,0.1,98,0
2018.11.20,00:00,23.59,Margareten,1272,1252,2524,-1.1,6.8,0,45,7
2018.11.21,00:00,23.59,Margareten,1098,1081,2179,-1.4,1.3,0,100,0
2018.11.22,00:00,23.59,Margareten,1289,1270,2559,0.6,6,0,91,4.5
2018.11.23,00:00,23.59,Margareten,1138,1162,2300,-0.3,2.5,0,100,0
2018.11.24,00:00,23.59,Margareten,527,520,1047,2.4,7.6,1.1,96,0.3
2018.11.25,00:00,23.59,Margareten,387,342,729,0.5,4.2,0.8,98,0
2018.11.26,00:00,23.59,Margareten,761,741,1502,0.3,3.3,14.8,98,0
2018.11.27,00:00,23.59,Margareten,707,737,1444,-0.6,1.6,2.3,95,0
2018.11.28,00:00,23.59,Margareten,962,961,1923,-1.8,1.3,0,84,0
2018.11.29,00:00,23.59,Margareten,1114,1113,2227,-1.7,2.4,0,95,5.9
2018.11.30,00:00,23.59,Margareten,876,854,1730,-0.3,5.2,4.1,98,0
2018.11.01,00:00,23.59,Erhardt,1023,942,1965,6,14.5,0,76,1.7
2018.11.02,00:00,23.59,Erhardt,1424,1435,2859,5.6,10.7,0.5,100,0.6
2018.11.03,00:00,23.59,Erhardt,962,978,1940,7.8,10.9,0,100,0
2018.11.04,00:00,23.59,Erhardt,1048,1055,2103,9.1,10.7,0,100,0
2018.11.05,00:00,23.59,Erhardt,2686,2603,5289,6.4,17.9,0,73,6.1
2018.11.06,00:00,23.59,Erhardt,2815,2800,5615,5.5,21.2,0,69,6.9
2018.11.07,00:00,23.59,Erhardt,2779,2760,5539,6.6,17.3,0,54,7.8
2018.11.08,00:00,23.59,Erhardt,2476,2453,4929,7.4,14.6,0,69,2.4
2018.11.09,00:00,23.59,Erhardt,2204,2226,4430,6.9,10.6,0,100,0
2018.11.10,00:00,23.59,Erhardt,1818,1718,3536,5.8,13.3,0.2,66,5.7
2018.11.11,00:00,23.59,Erhardt,1594,1589,3183,6,15.8,0,58,5.8
2018.11.12,00:00,23.59,Erhardt,2707,2526,5233,3.8,17.7,0,29,9.1
2018.11.13,00:00,23.59,Erhardt,2421,2400,4821,3.9,13.7,0.1,79,2.2
2018.11.14,00:00,23.59,Erhardt,2317,2193,4510,1.8,6.6,0,73,0
2018.11.15,00:00,23.59,Erhardt,2206,2209,4415,1.7,5.5,0,99,0
2018.11.16,00:00,23.59,Erhardt,1854,1803,3657,0.9,5.5,0,64,3.3
2018.11.17,00:00,23.59,Erhardt,1050,1094,2144,0,7.5,0,9,8.4
2018.11.18,00:00,23.59,Erhardt,1045,1052,2097,-1.4,5.3,1.1,26,8.5
2018.11.19,00:00,23.59,Erhardt,1399,1426,2825,-0.7,0.6,0.1,98,0
2018.11.20,00:00,23.59,Erhardt,1828,1804,3632,-1.1,6.8,0,45,7
2018.11.21,00:00,23.59,Erhardt,1667,1627,3294,-1.4,1.3,0,100,0
2018.11.22,00:00,23.59,Erhardt,1824,1827,3651,0.6,6,0,91,4.5
2018.11.23,00:00,23.59,Erhardt,1535,1525,3060,-0.3,2.5,0,100,0
2018.11.24,00:00,23.59,Erhardt,661,687,1348,2.4,7.6,1.1,96,0.3
2018.11.25,00:00,23.59,Erhardt,641,678,1319,0.5,4.2,0.8,98,0
2018.11.26,00:00,23.59,Erhardt,1118,1050,2168,0.3,3.3,14.8,98,0
2018.11.27,00:00,23.59,Erhardt,1132,1107,2239,-0.6,1.6,2.3,95,0
2018.11.28,00:00,23.59,Erhardt,1489,1447,2936,-1.8,1.3,0,84,0
2018.11.29,00:00,23.59,Erhardt,1587,1636,3223,-1.7,2.4,0,95,5.9
2018.11.30,00:00,23.59,Erhardt,1247,1297,2544,-0.3,5.2,4.1,98,0
2018.12.01,00:00:00,23.59,Arnulf,452,24,476,3.7,9.6,0,96,2.4
2018.12.02,00:00:00,23.59,Arnulf,238,15,253,3.5,11.9,8.1,98,0.1
2018.12.03,00:00:00,23.59,Arnulf,990,80,1070,9.8,14.3,1.1,99,1.7
2018.12.04,00:00:00,23.59,Arnulf,1022,89,1111,3.9,10.6,2.2,84,0.4
2018.12.05,00:00:00,23.59,Arnulf,1047,86,1133,3.7,6.1,2.3,100,0
2018.12.06,00:00:00,23.59,Arnulf,1006,80,1086,4,11.5,0,98,1
2018.12.07,00:00:00,23.59,Arnulf,1056,86,1142,8.3,13.5,0,99,1.1
2018.12.08,00:00:00,23.59,Arnulf,412,37,449,4.6,8.3,2.8,85,3.5
2018.12.09,00:00:00,23.59,Arnulf,203,16,219,4.2,9.1,15.9,98,0
2018.12.10,00:00:00,23.59,Arnulf,848,71,919,0.5,4.7,3.5,94,0.1
2018.12.11,00:00:00,23.59,Arnulf,783,55,838,0.2,2.1,1.5,95,0.6
2018.12.12,00:00:00,23.59,Arnulf,708,60,768,-0.4,1.2,0.7,98,0
2018.12.13,00:00:00,23.59,Arnulf,822,79,901,-2.1,0.1,0,99,0
2018.12.14,00:00:00,23.59,Arnulf,785,67,852,-2.6,-1.8,0,100,0
2018.12.15,00:00:00,23.59,Arnulf,299,38,337,-4.7,-1.8,0,85,0
2018.12.16,00:00:00,23.59,Arnulf,181,24,205,-5.4,3.1,0.8,93,0
2018.12.17,00:00:00,23.59,Arnulf,699,65,764,-2.9,4.2,0.2,98,0.7
2018.12.18,00:00:00,23.59,Arnulf,959,72,1031,-1.2,6.4,0,61,7.3
2018.12.19,00:00:00,23.59,Arnulf,946,86,1032,-2.6,4.4,1.6,100,0
2018.12.20,00:00:00,23.59,Arnulf,932,71,1003,2.2,8,0,91,5.6
2018.12.21,00:00:00,23.59,Arnulf,648,62,710,4.4,11.3,3.7,98,0.1
2018.12.22,00:00:00,23.59,Arnulf,283,31,314,7.6,11.7,8.3,99,0.1
2018.12.23,00:00:00,23.59,Arnulf,146,18,164,6.6,11.2,16.5,98,0
2018.12.24,00:00:00,23.59,Arnulf,140,17,157,2,11.7,3.6,96,0.2
2018.12.25,00:00:00,23.59,Arnulf,99,13,112,-2.1,2.2,0,75,0
